iter	Passed	Remaining
168	247	1217
169	248	1210
170	248	1204
171	248	1198
172	249	1192
173	249	1186
174	250	1180
175	250	1174
176	251	1168
177	251	1163
178	252	1157
179	252	1151
180	253	1145
181	253	1139
182	254	1134
183	254	1129
184	255	1123
185	255	1118
186	256	1113
187	256	1108
188	257	1102
189	257	1097
190	257	1092
191	258	1087
192	258	1082
193	259	1078
194	259	1073
195	260	1068
196	261	1063
197	261	1059
198	262	1055
199	262	1050
200	263	1046
201	263	1042
202	264	1038
203	265	1034
204	265	1029
205	266	1025
206	266	1021
207	267	1017
208	268	1014
209	268	1010
210	269	1006
211	269	1003
212	270	999
213	271	995
214	271	991
215	272	987
216	272	983
217	273	980
218	273	976
219	274	972
220	274	968
221	275	965
222	275	961
223	276	957
224	277	954
225	277	950
226	278	947
227	278	943
228	279	940
229	279	936
230	280	933
231	280	930
232	281	926
233	282	923
234	282	920
235	283	917
236	283	914
237	284	911
238	285	907
239	285	904
240	286	901
241	286	898
242	287	895
243	287	891
244	288	888
245	288	885
246	289	882
247	289	879
248	290	876
249	290	872
250	291	869
251	292	867
252	292	864
253	293	861
254	293	858
255	294	855
256	294	852
257	295	849
258	295	846
259	296	843
260	296	840
261	297	837
262	297	834
263	298	831
264	298	829
265	299	826
266	299	823
267	300	820
268	300	817
269	301	815
270	301	812
271	302	809
272	302	806
273	303	803
274	303	801
275	304	798
276	304	796
277	305	793
278	305	790
279	306	788
280	307	785
281	307	783
282	308	780
283	308	778
284	309	775
285	309	773
286	310	770
287	310	768
288	311	765
289	311	763
290	312	761
291	312	758
292	313	756
293	314	754
294	314	751
295	315	749
296	315	747
297	316	745
298	316	742
299	317	740
300	317	738
301	318	735
302	318	733
303	319	731
304	320	729
305	320	727
306	321	724
307	321	722
308	322	720
309	322	718
310	323	715
311	323	713
312	324	711
313	324	709
314	325	707
315	325	705
316	326	702
317	326	700
318	327	698
319	327	696
320	328	694
321	328	692
322	329	690
323	329	688
324	330	686
325	330	683
326	331	681
327	331	679
328	332	677
329	332	675
330	333	673
331	333	671
332	334	669
333	334	667
334	335	665
335	335	663
336	336	662
337	337	660
338	337	658
339	338	656
340	338	654
341	339	653
342	339	651
343	340	649
344	340	647
345	341	645
346	341	643
347	342	641
348	343	639
349	343	637
350	344	636
351	344	634
352	344	632
353	345	630
354	346	628
355	346	626
356	346	624
357	347	623
358	347	621
359	348	619
360	348	617
361	349	615
362	349	614
363	350	612
364	350	610
365	351	608
366	352	607
367	352	605
368	353	603
369	353	602
370	354	600
371	354	598
372	355	596
373	355	595
374	356	593
375	356	591
376	357	590
377	357	588
378	358	587
379	358	585
380	359	583
381	359	581
382	360	580
383	360	578
384	361	577
385	361	575
386	362	573
387	362	572
388	363	570
389	363	569
390	364	567
391	365	566
392	365	564
393	366	563
394	366	561
395	367	560
396	367	558
397	368	557
398	368	555
399	369	554
400	369	552
401	370	550
402	370	549
403	371	547
404	371	546
405	372	544
406	372	543
407	373	541
408	373	540
409	374	538
410	374	537
411	375	535
412	375	534
413	376	532
414	376	531
415	377	529
416	377	528
417	378	526
418	379	525
419	379	524
420	380	522
421	380	521
422	381	520
423	382	519
424	382	518
425	383	516
426	384	515
427	385	514
428	385	513
429	386	512
430	387	511
431	388	510
432	389	509
433	389	508
434	390	507
435	391	505
436	391	504
437	392	503
438	392	502
439	393	500
440	394	499
441	394	498
442	395	497
443	396	496
444	396	494
445	397	493
446	397	492
447	398	491
448	399	489
449	399	488
450	400	487
451	400	485
452	401	484
453	402	483
454	402	482
455	403	481
456	404	480
457	404	479
458	405	477
459	406	476
460	406	475
461	407	474
462	408	473
463	408	472
464	409	471
465	410	469
466	410	468
467	411	467
468	411	466
469	412	465
470	413	463
471	413	462
472	414	461
473	414	460
474	415	459
475	416	458
476	416	457
477	417	455
478	418	454
479	418	453
480	419	452
481	420	451
482	420	450
483	421	449
484	421	447
485	422	446
486	423	445
487	423	444
488	424	443
489	424	442
490	425	441
491	426	440
492	427	439
493	427	438
494	428	437
495	429	436
496	429	434
497	430	433
498	430	432
499	431	431
500	432	430
501	432	429
502	433	428
503	434	427
504	434	426
505	435	425
506	436	424
507	436	423
508	437	421
509	438	420
510	438	419
511	439	418
512	439	417
513	440	416
514	441	415
515	441	414
516	442	413
517	442	412
518	443	411
519	444	410
520	444	408
521	445	407
522	446	406
523	446	405
524	447	404
525	447	403
526	448	402
527	449	401
528	449	400
529	450	399
530	451	398
531	451	397
532	452	396
533	452	395
534	453	394
535	454	393
536	454	392
537	455	391
538	456	390
539	456	389
540	457	388
541	457	387
542	458	386
543	459	385
544	460	384
545	460	383
546	461	382
547	462	381
548	462	380
549	463	379
550	464	378
551	464	377
552	465	376
553	465	375
554	466	374
555	467	373
556	467	372
557	468	371
558	469	370
559	469	369
560	470	368
561	470	367
562	471	366
563	472	365
564	472	364
565	473	363
566	474	362
567	474	361
568	475	360
569	476	359
570	476	358
571	477	357
572	478	356
573	478	355
574	479	354
575	480	353
576	480	352
577	481	351
578	481	350
579	482	349
580	483	348
581	483	347
582	484	346
583	485	345
584	485	344
585	486	343
586	487	342
587	487	341
588	488	340
589	489	339
590	489	338
591	490	337
592	490	336
593	491	335
594	492	334
595	492	333
596	493	333
597	494	332
598	494	331
599	495	330
600	495	329
601	496	328
602	497	327
603	497	326
604	498	325
605	499	324
606	499	323
607	500	322
608	500	321
609	501	320
610	501	319
611	502	318
612	503	317
613	503	316
614	504	315
615	505	314
616	505	313
617	506	313
618	507	312
619	507	311
620	508	310
621	508	309
622	509	308
623	510	307
624	510	306
625	511	305
626	511	304
627	512	303
628	513	302
629	513	301
630	514	300
631	515	299
632	515	299
633	516	298
634	517	297
635	517	296
636	518	295
637	519	294
638	519	293
639	520	292
640	520	291
641	521	290
642	522	289
643	522	288
644	523	288
645	524	287
646	524	286
647	525	285
648	525	284
649	526	283
650	526	282
651	527	281
652	528	280
653	528	279
654	529	278
655	530	278
656	530	277
657	531	276
658	532	275
659	532	274
660	533	273
661	534	272
662	534	271
663	535	270
664	535	269
665	536	269
666	537	268
667	537	267
668	538	266
669	538	265
670	539	264
671	540	263
672	540	262
673	541	261
674	542	261
675	542	260
676	543	259
677	544	258
678	544	257
679	545	256
680	546	255
681	546	255
682	547	254
683	548	253
684	548	252
685	549	251
686	550	250
687	550	249
688	551	248
689	552	248
690	552	247
691	553	246
692	554	245
693	555	244
694	555	243
695	556	243
696	557	242
697	558	241
698	558	240
699	559	239
700	559	238
701	560	237
702	561	237
703	561	236
704	562	235
705	563	234
706	563	233
707	564	232
708	564	231
709	565	231
710	566	230
711	566	229
712	567	228
713	568	227
714	568	226
715	569	225
716	570	224
717	570	224
718	571	223
719	571	222
720	572	221
721	573	220
722	573	219
723	574	219
724	575	218
725	575	217
726	576	216
727	577	215
728	577	214
729	578	213
730	579	213
731	579	212
732	580	211
733	580	210
734	581	209
735	582	208
736	582	207
737	583	207
738	584	206
739	584	205
740	585	204
741	585	203
742	586	202
743	587	202
744	588	201
745	589	200
746	589	199
747	590	198
748	591	198
749	591	197
750	592	196
751	593	195
752	593	194
753	594	193
754	594	193
755	595	192
756	596	191
757	596	190
758	597	189
759	598	188
760	598	188
761	599	187
762	600	186
763	600	185
764	601	184
765	601	183
766	602	183
767	603	182
768	603	181
769	604	180
770	605	179
771	605	178
772	606	178
773	606	177
774	607	176
775	608	175
776	608	174
777	609	173
778	610	173
779	610	172
780	611	171
781	612	170
782	612	169
783	613	169
784	614	168
785	614	167
786	615	166
787	616	165
788	616	164
789	617	164
790	618	163
791	618	162
792	619	161
793	619	160
794	620	160
795	621	159
796	621	158
797	622	157
798	623	156
799	623	155
800	624	155
801	625	154
802	625	153
803	626	152
804	626	151
805	627	151
806	628	150
807	628	149
808	629	148
809	630	147
810	630	146
811	631	146
812	631	145
813	632	144
814	633	143
815	633	142
816	634	142
817	635	141
818	635	140
819	636	139
820	636	138
821	637	138
822	638	137
823	639	136
824	639	135
825	640	134
826	640	134
827	641	133
828	642	132
829	642	131
830	643	130
831	644	130
832	644	129
833	645	128
834	645	127
835	646	126
836	647	126
837	647	125
838	648	124
839	649	123
840	649	122
841	650	122
842	651	121
843	651	120
844	652	119
845	653	118
846	653	118
847	654	117
848	654	116
849	655	115
850	656	114
851	657	114
852	657	113
853	658	112
854	659	111
855	659	110
856	660	110
857	660	109
858	661	108
859	662	107
860	662	107
861	663	106
862	664	105
863	664	104
864	665	103
865	666	103
866	666	102
867	667	101
868	667	100
869	668	99
870	669	99
871	669	98
872	670	97
873	671	96
874	671	95
875	672	95
876	673	94
877	673	93
878	674	92
879	674	92
880	675	91
881	675	90
882	676	89
883	677	88
884	677	88
885	678	87
886	679	86
887	679	85
888	680	84
889	681	84
890	681	83
891	682	82
892	683	81
893	683	81
894	684	80
895	685	79
896	685	78
897	686	77
898	687	77
899	687	76
900	688	75
901	688	74
902	689	74
903	689	73
904	690	72
905	691	71
906	691	70
907	692	70
908	693	69
909	693	68
910	694	67
911	694	67
912	695	66
913	696	65
914	696	64
915	697	63
916	698	63
917	698	62
918	699	61
919	699	60
920	700	60
921	701	59
922	701	58
923	702	57
924	703	57
925	703	56
926	704	55
927	705	54
928	705	53
929	706	53
930	707	52
931	707	51
932	708	50
933	708	50
934	709	49
935	710	48
936	710	47
937	711	47
938	711	46
939	712	45
940	712	44
941	713	43
942	714	43
943	714	42
944	715	41
945	716	40
946	716	40
947	717	39
948	717	38
949	718	37
950	719	37
951	719	36
952	720	35
953	721	34
954	721	34
955	722	33
956	723	32
957	723	31
958	724	30
959	725	30
960	725	29
961	726	28
962	726	27
963	727	27
964	728	26
965	728	25
966	729	24
967	730	24
968	731	23
969	731	22
970	732	21
971	733	21
972	734	20
973	734	19
974	735	18
975	736	18
976	736	17
977	737	16
978	737	15
979	738	15
980	739	14
981	739	13
982	740	12
983	741	12
984	741	11
985	742	10
986	743	9
987	743	9
988	744	8
989	745	7
990	746	6
991	746	6
992	747	5
993	748	4
994	748	3
995	749	3
996	750	2
997	750	1
998	751	0
999	751	0
